discipline_title,event_title,slug_game,participant_type,medal_type,athletes,rank_equal,rank_position,country_name,country_code,country_3_letter_code,athlete_url,athlete_full_name,value_unit,value_type
Alpine Skiing,Women's Giant Slalom,beijing-2022,Athlete,,,False,46,Peru,PE,PER,https://olympics.com/en/athletes/ornella-oettl-reyes,Ornella OETTL REYES,2:24.05,TIME
Alpine Skiing,Women's Slalom,beijing-2022,Athlete,,,False,44,Peru,PE,PER,https://olympics.com/en/athletes/ornella-oettl-reyes,Ornella OETTL REYES,2:04.59,TIME
Shooting,25m Rapid Fire Pistol Men,tokyo-2020,Athlete,,,False,18,Peru,PE,PER,https://olympics.com/en/athletes/marko-carrillo,Marko CARRILLO,,
Shooting,Trap Men,tokyo-2020,Athlete,,,False,27,Peru,PE,PER,https://olympics.com/en/athletes/alessandro-de-souza-ferreira,Alessandro DE SOUZA FERREIRA,,
Shooting,10m Air Pistol Men,tokyo-2020,Athlete,,,False,29,Peru,PE,PER,https://olympics.com/en/athletes/marko-carrillo,Marko CARRILLO,,
Shooting,Skeet Men,tokyo-2020,Athlete,,,False,8,Peru,PE,PER,https://olympics.com/en/athletes/nicolas-pacheco-espinosa,Nicolas PACHECO ESPINOSA,,
Cycling Road,Men's Road Race,tokyo-2020,Athlete,,,False,DNF,Peru,PE,PER,https://olympics.com/en/athletes/royner-navarro-calle,Royner NAVARRO CALLE,,IRM
Boxing,Men's Heavy (81-91kg),tokyo-2020,Athlete,,,True,9,Peru,PE,PER,https://olympics.com/en/athletes/jose-maria-lucar-jaimes,Jose Maria LUCAR JAIMES,,
Boxing,Men's Light (57-63kg),tokyo-2020,Athlete,,,True,17,Peru,PE,PER,https://olympics.com/en/athletes/leodan-pezo-saboya,Leodan PEZO SABOYA,,
Surfing,Women,tokyo-2020,Athlete,,,True,9,Peru,PE,PER,https://olympics.com/en/athletes/sofia-mulanovich-x8184,Sofia MULANOVICH,,
Surfing,Women,tokyo-2020,Athlete,,,True,19,Peru,PE,PER,https://olympics.com/en/athletes/daniella-rosas,Daniella ROSAS,,
Fencing,Women's Épée Individual,tokyo-2020,Athlete,,,False,28,Peru,PE,PER,https://olympics.com/en/athletes/maria-luisa-doig,Maria Luisa DOIG,,
Badminton,Women's Singles,tokyo-2020,Athlete,,,True,15,Peru,PE,PER,https://olympics.com/en/athletes/daniela-macias,Daniela MACIAS,,
Wrestling,Men's Freestyle 86kg,tokyo-2020,Athlete,,,False,15,Peru,PE,PER,https://olympics.com/en/athletes/pool-edinson-ambrocio-greifo,Pool Edinson AMBROCIO GREIFO,,
Tennis,Men's Singles,tokyo-2020,Athlete,,,True,33,Peru,PE,PER,https://olympics.com/en/athletes/juan-pablo-varillas,Juan Pablo VARILLAS,,
Judo,Men -66 kg,tokyo-2020,Athlete,,,True,17,Peru,PE,PER,https://olympics.com/en/athletes/juan-postigos,Juan POSTIGOS,,
Skateboarding,Men's Street,tokyo-2020,Athlete,,,False,5,Peru,PE,PER,https://olympics.com/en/athletes/angelo-caro-narvaez,Angelo CARO NARVAEZ,32.87,POINTS
Weightlifting,Men's 61kg,tokyo-2020,Athlete,,,False,12,Peru,PE,PER,https://olympics.com/en/athletes/marcos-antonio-rojas-concha,Marcos Antonio ROJAS CONCHA,240,WEIGHT
Athletics,Men's Marathon,tokyo-2020,Athlete,,,False,60,Peru,PE,PER,https://olympics.com/en/athletes/cristhian-pacheco,Cristhian PACHECO,,
Athletics,Women's Marathon,tokyo-2020,Athlete,,,False,40,Peru,PE,PER,https://olympics.com/en/athletes/jovana-de-la-cruz,Jovana DE LA CRUZ,,
Athletics,Women's Marathon,tokyo-2020,Athlete,,,False,27,Peru,PE,PER,https://olympics.com/en/athletes/gladys-tejeda,Gladys TEJEDA,,
Athletics,Women's 20km Race Walk,tokyo-2020,Athlete,,,False,DNF,Peru,PE,PER,https://olympics.com/en/athletes/kimberly-garcia,Kimberly GARCIA,,IRM
Athletics,Women's 20km Race Walk,tokyo-2020,Athlete,,,False,24,Peru,PE,PER,https://olympics.com/en/athletes/mary-luz-andia,Mary Luz ANDIA,,
Athletics,Women's 20km Race Walk,tokyo-2020,Athlete,,,False,36,Peru,PE,PER,https://olympics.com/en/athletes/leydi-guerra,Leydi GUERRA,,
Athletics,Men's 20km Race Walk,tokyo-2020,Athlete,,,False,21,Peru,PE,PER,https://olympics.com/en/athletes/cesar-rodriguez,Cesar RODRIGUEZ,,
Athletics,Men's 20km Race Walk,tokyo-2020,Athlete,,,False,43,Peru,PE,PER,https://olympics.com/en/athletes/luis-henry-campos,Luis Henry CAMPOS,,
Sailing,Laser Radial Women,tokyo-2020,Athlete,,,False,36,Peru,PE,PER,https://olympics.com/en/athletes/paloma-schmidt-gutierrez,Paloma SCHMIDT GUTIERREZ,265,POINTS
Sailing,49er FX Women,tokyo-2020,GameTeam,,"[('Diana TUDELA BALLON', 'https://olympics.com/en/athletes/diana-tudela-ballon'), ('Maria Pia VAN OORDT LOPEZ', 'https://olympics.com/en/athletes/maria-pia-van-oordt-lopez')]",False,20,Peru,PE,PER,,,174,POINTS
Sailing,Laser Men,tokyo-2020,Athlete,,,False,25,Peru,PE,PER,https://olympics.com/en/athletes/stefano-peschiera,Stefano PESCHIERA,177,POINTS
Sailing,RS:X Women,tokyo-2020,Athlete,,,False,13,Peru,PE,PER,https://olympics.com/en/athletes/maria-belen-bazo,Maria Belen BAZO,130,POINTS
Rowing,Men's Single Sculls,tokyo-2020,Athlete,,,False,17,Peru,PE,PER,https://olympics.com/en/athletes/alvaro-torres-masias,Alvaro TORRES MASIAS,,TIME
Karate,Women's Kumite -61kg,tokyo-2020,Athlete,,,True,7,Peru,PE,PER,https://olympics.com/en/athletes/alexandra-vanessa-grande-risco,Alexandra Vanessa GRANDE RISCO,,
Equestrian Jumping,Jumping Individual mixed,rio-2016,Athlete,,,,55,Peru,PE,PER,https://olympics.com/en/athletes/alonso-valdez-prado,Alonso VALDEZ PRADO,,
Shooting,25m rapid fire pistol 60 shots men,rio-2016,Athlete,,,,24,Peru,PE,PER,https://olympics.com/en/athletes/marko-carrillo,Marko CARRILLO,,
Shooting,50m pistol 60 shots men,rio-2016,Athlete,,,,35,Peru,PE,PER,https://olympics.com/en/athletes/marko-carrillo,Marko CARRILLO,,
Shooting,10m air pistol 60 shots men,rio-2016,Athlete,,,,43,Peru,PE,PER,https://olympics.com/en/athletes/marko-carrillo,Marko CARRILLO,,
Shooting,trap 125 targets men,rio-2016,Athlete,,,,28,Peru,PE,PER,https://olympics.com/en/athletes/francisco-boza,Francisco BOZA,,
Athletics,50km walk men,rio-2016,Athlete,,,,48,Peru,PE,PER,https://olympics.com/en/athletes/pavel-chihuan,Pavel CHIHUAN,16357000,TIME
Athletics,50km walk men,rio-2016,Athlete,,,,DNF,Peru,PE,PER,https://olympics.com/en/athletes/luis-henry-campos,Luis Henry CAMPOS,,IRM
Athletics,marathon women,rio-2016,Athlete,,,,15,Peru,PE,PER,https://olympics.com/en/athletes/gladys-tejeda,Gladys TEJEDA,8995000,TIME
Athletics,marathon women,rio-2016,Athlete,,,,36,Peru,PE,PER,https://olympics.com/en/athletes/jovana-de-la-cruz,Jovana DE LA CRUZ,9349000,TIME
Athletics,marathon women,rio-2016,Athlete,,,,DNF,Peru,PE,PER,https://olympics.com/en/athletes/ines-melchor,Ines MELCHOR,,IRM
Athletics,marathon men,rio-2016,Athlete,,,,45,Peru,PE,PER,https://olympics.com/en/athletes/raul-machacuay,Raul MACHACUAY,8280000,TIME
Athletics,marathon men,rio-2016,Athlete,,,,52,Peru,PE,PER,https://olympics.com/en/athletes/cristhian-pacheco,Cristhian PACHECO,8321000,TIME
Athletics,marathon men,rio-2016,Athlete,,,,66,Peru,PE,PER,https://olympics.com/en/athletes/raul-pacheco,Raul PACHECO,8413000,TIME
Athletics,20km walk men,rio-2016,Athlete,,,,41,Peru,PE,PER,https://olympics.com/en/athletes/paolo-yurivilca,Paolo YURIVILCA,5088000,TIME
Athletics,20km race walk women,rio-2016,Athlete,,,,14,Peru,PE,PER,https://olympics.com/en/athletes/kimberly-garcia,Kimberly GARCIA,5529000,TIME
Athletics,20km race walk women,rio-2016,Athlete,,,,51,Peru,PE,PER,https://olympics.com/en/athletes/jessica-hancco,Jessica HANCCO,5948000,TIME
Athletics,5000m men,rio-2016,Athlete,,,,15,Peru,PE,PER,https://olympics.com/en/athletes/david-torrence,David TORRENCE,823120,TIME
Athletics,10000m men,rio-2016,Athlete,,,,21,Peru,PE,PER,https://olympics.com/en/athletes/luis-ostos,Luis OSTOS,1682030,TIME
Weightlifting,105kg heavyweight men,rio-2016,Athlete,,,,13,Peru,PE,PER,https://olympics.com/en/athletes/hernan-moises-viera-espinoza,Hernan Moises VIERA ESPINOZA,351,WEIGHT
Weightlifting,53kg women,rio-2016,Athlete,,,,11,Peru,PE,PER,https://olympics.com/en/athletes/fiorella-francesca-cueva-uribe,Fiorella Francesca CUEVA URIBE,153,WEIGHT
Rowing,single sculls 1x men,rio-2016,Athlete,,,,20,Peru,PE,PER,https://olympics.com/en/athletes/renzo-leon-garcia,Renzo LEON GARCIA,,
Rowing,single sculls 1x women,rio-2016,Athlete,,,,31,Peru,PE,PER,https://olympics.com/en/athletes/camila-valle-granados,Camila VALLE GRANADOS,,
Wrestling,Freestyle 58 kg women,rio-2016,Athlete,,,,18,Peru,PE,PER,https://olympics.com/en/athletes/yanet-ursula-sovero-nino,Yanet Ursula SOVERO NINO,,
Sailing,Laser - One Person Dinghy men,rio-2016,Athlete,,,,31,Peru,PE,PER,https://olympics.com/en/athletes/stefano-peschiera,Stefano PESCHIERA,242,POINTS
Sailing,Laser Radial - One Person Dinghy women,rio-2016,Athlete,,,,31,Peru,PE,PER,https://olympics.com/en/athletes/paloma-schmidt-gutierrez,Paloma SCHMIDT GUTIERREZ,248,POINTS
Judo,- 60 kg men,rio-2016,Athlete,,,True,17,Peru,PE,PER,https://olympics.com/en/athletes/juan-postigos,Juan POSTIGOS,,
Taekwondo,- 49 kg women,rio-2016,Athlete,,,True,7,Peru,PE,PER,https://olympics.com/en/athletes/julissa-diez-canseco,Julissa DIEZ CANSECO,,
Swimming,200m freestyle women,rio-2016,Athlete,,,,39,Peru,PE,PER,https://olympics.com/en/athletes/andrea-cedron,Andrea CEDRON,,
Swimming,100m freestyle men,rio-2016,Athlete,,,,53,Peru,PE,PER,https://olympics.com/en/athletes/nicholas-magana,Nicholas MAGANA,,
Alpine Skiing,giant slalom women,sochi-2014,Athlete,,,,57,Peru,PE,PER,https://olympics.com/en/athletes/ornella-oettl-reyes,Ornella OETTL REYES,186320,TIME
Alpine Skiing,giant slalom men,sochi-2014,Athlete,,,,70,Peru,PE,PER,https://olympics.com/en/athletes/manfred-oettl-reyes,Manfred OETTL REYES,200960,TIME
Alpine Skiing,slalom women,sochi-2014,Athlete,,,,DNF,Peru,PE,PER,https://olympics.com/en/athletes/ornella-oettl-reyes,Ornella OETTL REYES,,IRM
Alpine Skiing,slalom men,sochi-2014,Athlete,,,,DNF,Peru,PE,PER,https://olympics.com/en/athletes/manfred-oettl-reyes,Manfred OETTL REYES,,IRM
Cross Country Skiing,15km men,sochi-2014,Athlete,,,,87,Peru,PE,PER,https://olympics.com/en/athletes/roberto-carcelen,Roberto CARCELEN,3988900,TIME
Swimming,200m freestyle men,london-2012,Athlete,,,True,34,Peru,PE,PER,https://olympics.com/en/athletes/sebastian-jahnsen-madico,Sebastian JAHNSEN MADICO,,
Swimming,400m freestyle women,london-2012,Athlete,,,,33,Peru,PE,PER,https://olympics.com/en/athletes/andrea-cedron,Andrea CEDRON,,
Swimming,200m butterfly men,london-2012,Athlete,,,,25,Peru,PE,PER,https://olympics.com/en/athletes/mauricio-fiol-villanueva,Mauricio FIOL VILLANUEVA,,
Sailing,Laser Radial - One Person Dinghy women,london-2012,Athlete,,,,39,Peru,PE,PER,https://olympics.com/en/athletes/paloma-schmidt-gutierrez,Paloma SCHMIDT GUTIERREZ,310,POINTS
Athletics,marathon women,london-2012,Athlete,,,,24,Peru,PE,PER,https://olympics.com/en/athletes/ines-melchor,Ines MELCHOR,8934000,TIME
Athletics,marathon women,london-2012,Athlete,,,,42,Peru,PE,PER,https://olympics.com/en/athletes/gladys-tejeda,Gladys TEJEDA,9127000,TIME
Athletics,marathon women,london-2012,Athlete,,,,54,Peru,PE,PER,https://olympics.com/en/athletes/wilma-arizapana,Wilma ARIZAPANA,9309000,TIME
Athletics,marathon men,london-2012,Athlete,,,,21,Peru,PE,PER,https://olympics.com/en/athletes/raul-pacheco,Raul PACHECO,8135000,TIME
Shooting,skeet (125 targets) men,london-2012,Athlete,,,,32,Peru,PE,PER,https://olympics.com/en/athletes/nicolas-pacheco-espinosa,Nicolas PACHECO ESPINOSA,,
Rowing,single sculls 1x men,london-2012,Athlete,,,,27,Peru,PE,PER,https://olympics.com/en/athletes/victor-aspillaga-alayza,Victor ASPILLAGA ALAYZA,,
Weightlifting,63kg women,london-2012,Athlete,,,,7,Peru,PE,PER,https://olympics.com/en/athletes/silvana-saldarriaga,Silvana SALDARRIAGA,172,WEIGHT
Judo,60 kg men,london-2012,Athlete,,,True,33,Peru,PE,PER,https://olympics.com/en/athletes/juan-postigos,Juan POSTIGOS,,
Badminton,Singles men,london-2012,Athlete,,,True,17,Peru,PE,PER,https://olympics.com/en/athletes/rodrigo-pacheco-carrillo,Rodrigo PACHECO CARRILLO,,
Badminton,Singles women,london-2012,Athlete,,,True,33,Peru,PE,PER,https://olympics.com/en/athletes/claudia-rivero-modenesi,Claudia RIVERO MODENESI,,
Taekwondo,58 - 68 kg men,london-2012,Athlete,,,True,11,Peru,PE,PER,https://olympics.com/en/athletes/peter-lopez-santos,Peter LOPEZ SANTOS,,
Alpine Skiing,giant slalom women,vancouver-2010,Athlete,,,,DNF,Peru,PE,PER,https://olympics.com/en/athletes/ornella-oettl-reyes,Ornella OETTL REYES,,IRM
Alpine Skiing,giant slalom men,vancouver-2010,Athlete,,,,67,Peru,PE,PER,https://olympics.com/en/athletes/manfred-oettl-reyes,Manfred OETTL REYES,182050,TIME
Alpine Skiing,slalom women,vancouver-2010,Athlete,,,,DNF,Peru,PE,PER,https://olympics.com/en/athletes/ornella-oettl-reyes,Ornella OETTL REYES,,IRM
Alpine Skiing,slalom men,vancouver-2010,Athlete,,,,DSQ,Peru,PE,PER,https://olympics.com/en/athletes/manfred-oettl-reyes,Manfred OETTL REYES,,IRM
Cross Country Skiing,15km men,vancouver-2010,Athlete,,,,94,Peru,PE,PER,https://olympics.com/en/athletes/roberto-carcelen,Roberto CARCELEN,2753600,TIME
Fencing,foil individual women,beijing-2008,Athlete,,,,41,Peru,PE,PER,https://olympics.com/en/athletes/maria-luisa-doig,Maria Luisa DOIG,,
Taekwondo,58 - 68 kg men,beijing-2008,Athlete,,,True,5,Peru,PE,PER,https://olympics.com/en/athletes/peter-lopez-santos,Peter LOPEZ SANTOS,,
Wrestling,"Middleweight, Greco-Roman (≤74 kilograms) Men",beijing-2008,Athlete,,,,11,Peru,PE,PER,https://olympics.com/en/athletes/sixto-barrera,Sixto BARRERA,,
Athletics,marathon men,beijing-2008,Athlete,,,,61,Peru,PE,PER,https://olympics.com/en/athletes/constantino-leon,Constantino LEON,8884000,TIME
Athletics,marathon women,beijing-2008,Athlete,,,,39,Peru,PE,PER,https://olympics.com/en/athletes/maria-portilla,Maria PORTILLA,9319000,TIME
Judo,+ 100kg (heavyweight) men,beijing-2008,Athlete,,,True,13,Peru,PE,PER,https://olympics.com/en/athletes/carlos-zegarra,Carlos ZEGARRA,,
Weightlifting,+75kg women,beijing-2008,Athlete,,,,8,Peru,PE,PER,https://olympics.com/en/athletes/cristina-cornejo,Cristina CORNEJO,,
Sailing,Laser Radial - One Person Dinghy women,beijing-2008,Athlete,,,,26,Peru,PE,PER,https://olympics.com/en/athletes/paloma-schmidt-gutierrez,Paloma SCHMIDT GUTIERREZ,163 ,POINTS
Shooting,skeet (125 targets) men,beijing-2008,Athlete,,,,40,Peru,PE,PER,https://olympics.com/en/athletes/marco-matellini,Marco MATELLINI,,
Badminton,Singles women,beijing-2008,Athlete,,,True,17,Peru,PE,PER,https://olympics.com/en/athletes/claudia-rivero-modenesi,Claudia RIVERO MODENESI,,
Swimming,100m breaststroke women,beijing-2008,Athlete,,,,38,Peru,PE,PER,https://olympics.com/en/athletes/valeria-silva,Valeria SILVA,,
Swimming,200m butterfly men,beijing-2008,Athlete,,,,41,Peru,PE,PER,https://olympics.com/en/athletes/emmanuel-crescimbeni,Emmanuel CRESCIMBENI,,
Rowing,single sculls 1x men,athens-2004,Athlete,,,,21,Peru,PE,PER,https://olympics.com/en/athletes/gustavo-salcedo-1,Gustavo SALCEDO,,
Table Tennis,Singles women,athens-2004,Athlete,,,True,49,Peru,PE,PER,https://olympics.com/en/athletes/marisol-espineira,Marisol ESPINEIRA,,
Wrestling,"Lightweight, Greco-Roman (≤60 kilograms) Men",athens-2004,Athlete,,,,15,Peru,PE,PER,https://olympics.com/en/athletes/sidney-guzman,Sidney GUZMAN,,
Swimming,200m butterfly men,athens-2004,Athlete,,,,28,Peru,PE,PER,https://olympics.com/en/athletes/juan-pablo-valdivieso,Juan Pablo VALDIVIESO,,
Swimming,100m butterfly men,athens-2004,Athlete,,,,47,Peru,PE,PER,https://olympics.com/en/athletes/juan-pablo-valdivieso,Juan Pablo VALDIVIESO,,
Swimming,100m breaststroke women,athens-2004,Athlete,,,,37,Peru,PE,PER,https://olympics.com/en/athletes/valeria-silva,Valeria SILVA,,
Weightlifting,+75kg women,athens-2004,Athlete,,,,10,Peru,PE,PER,https://olympics.com/en/athletes/manuela-rejas,Manuela REJAS,220,WEIGHT
Tennis,Singles men,athens-2004,Athlete,,,True,33,Peru,PE,PER,https://olympics.com/en/athletes/luis-horna,Luis HORNA,,
Shooting,trap 125 targets men,athens-2004,Athlete,,,True,7,Peru,PE,PER,https://olympics.com/en/athletes/francisco-boza,Francisco BOZA,,
Shooting,double trap 150 targets men,athens-2004,Athlete,,,,24,Peru,PE,PER,https://olympics.com/en/athletes/francisco-boza,Francisco BOZA,,
Badminton,Singles women,athens-2004,Athlete,,,True,17,Peru,PE,PER,https://olympics.com/en/athletes/lorena-blanco,Lorena BLANCO,,
